movie_title,actor_name
August: Osage County,Meryl Streep
August: Osage County,Julia Roberts
Ice Princess,Connie Ray
Ice Princess,Trevor Blumas
Ice Princess,Amy Stewart
A Lot Like Love,Aimee Garcia
A Lot Like Love,Tyrone Giordano
A Lot Like Love,James Read
Eddie the Eagle,Hugh Jackman
Eddie the Eagle,Taron Egerton
Eddie the Eagle,Tim McInnerny
He Got Game,Denzel Washington
He Got Game,Milla Jovovich
He Got Game,Rosario Dawson
Don Juan DeMarco,Johnny Depp
Don Juan DeMarco,Marlon Brando
Don Juan DeMarco,Faye Dunaway
Dear John,Channing Tatum
Dear John,Henry Thomas
Dear John,Scott Porter
The Losers,Chris Evans
The Losers,Jason Patric
The Losers,Óscar Jaenada
Don't Be Afraid of the Dark,Bailee Madison
Don't Be Afraid of the Dark,Alan Dale
Don't Be Afraid of the Dark,Jack Thompson
War,Jason Statham
War,Jet Li
War,Nadine Velazquez
Punch-Drunk Love,Adam Sandler
Punch-Drunk Love,Emily Watson
Punch-Drunk Love,Don McManus
EuroTrip,Matt Damon
EuroTrip,Scott Mechlowicz
EuroTrip,Jacob Pitts
Half Past Dead,Claudia Christian
Half Past Dead,Nia Peeples
Half Past Dead,Tony Plana
Unaccompanied Minors,Tyler James Williams
Unaccompanied Minors,Rob Riggle
Unaccompanied Minors,B.J. Novak
"Bright Lights, Big City",Dianne Wiest
"Bright Lights, Big City",Phoebe Cates
"Bright Lights, Big City",Swoosie Kurtz
The Adventures of Pinocchio,Martin Landau
The Adventures of Pinocchio,Udo Kier
The Adventures of Pinocchio,Bebe Neuwirth
The Greatest Game Ever Played,Stephen Dillane
The Greatest Game Ever Played,Matthew Knight
The Greatest Game Ever Played,Amanda Tilson
The Box,Frank Langella
The Box,Gillian Jacobs
The Box,Celia Weston
The Ruins,Laura Ramsey
The Ruins,Jonathan Tucker
The Ruins,Sergio Calderón
The Next Best Thing,Mark Valley
The Next Best Thing,Rupert Everett
The Next Best Thing,Illeana Douglas
My Soul to Take,Frank Grillo
My Soul to Take,Emily Meade
My Soul to Take,Zena Grey
The Girl Next Door,Chris Marquette
The Girl Next Door,Timothy Bottoms
The Girl Next Door,Jacob Young
Maximum Risk,Natasha Henstridge
Maximum Risk,Zach Grenier
Maximum Risk,Paul Ben-Victor
Stealing Harvard,Martin Starr
Stealing Harvard,Megan Mullally
Stealing Harvard,Chris Penn
Legend,Tom Hardy
Legend,Paul Anderson
Legend,Tara Fitzgerald
Hot Rod,Sissy Spacek
Hot Rod,Jorma Taccone
Hot Rod,Chris Parnell
Shark Night 3D,Chris Zylka
Shark Night 3D,Joel David Moore
Shark Night 3D,Katharine McPhee
Angela's Ashes,Emily Watson
Angela's Ashes,Devon Murray
Angela's Ashes,Pauline McLynn
Draft Day,Jennifer Garner
Draft Day,Chi McBride
Draft Day,Patrick St. Esprit
Lifeforce,Frank Finlay
Lifeforce,Steve Railsback
Lifeforce,Peter Firth
The Conspirator,Robin Wright
The Conspirator,Tom Wilkinson
The Conspirator,Stephen Root
Lords of Dogtown,Heath Ledger
Lords of Dogtown,Michael Angarano
Lords of Dogtown,Rebecca De Mornay
The 33,Marco Treviño
The 33,James Brolin
The 33,Jacob Vargas
Big Trouble in Little China,Victor Wong
Big Trouble in Little China,Kate Burton
Big Trouble in Little China,Peter Kwong
Warrior,Tom Hardy
Warrior,Frank Grillo
Warrior,Kevin Dunn
Michael Collins,Alan Rickman
Michael Collins,Liam Neeson
Michael Collins,Julia Roberts
Gettysburg,Tom Berenger
Gettysburg,William Morgan Sheppard
Gettysburg,James Patrick Stuart
Stop-Loss,Joseph Gordon-Levitt
Stop-Loss,Channing Tatum
Stop-Loss,Abbie Cornish
Abandon,Charlie Hunnam
Abandon,Zooey Deschanel
Abandon,Tony Goldwyn
Brokedown Palace,John Doe
Brokedown Palace,Tom Amandes
Brokedown Palace,Daniel Lapaine
The Possession,Kyra Sedgwick
The Possession,Madison Davenport
The Possession,Natasha Calis
Mrs. Winterbourne,Brendan Fraser
Mrs. Winterbourne,Jane Krakowski
Mrs. Winterbourne,Cathryn de Prume
Straw Dogs,Alexander Skarsgård
Straw Dogs,Laz Alonso
Straw Dogs,Rhys Coiro
The Hoax,Hope Davis
The Hoax,Christopher Evan Welch
The Hoax,James Biberi
Stone Cold,Brian Bosworth
Stone Cold,Sam McMurray
Stone Cold,Richard Gant
The Road,Viggo Mortensen
The Road,Charlize Theron
The Road,Robert Duvall
Sheena,Tanya Roberts
Sheena,Donovan Scott
Sheena,Ted Wass
Underclassman,Cheech Marin
Underclassman,Nick Cannon
Underclassman,Kaylee DeFer
Say It Isn't So,Eddie Cibrian
Say It Isn't So,Chris Klein
Say It Isn't So,Jack Plotnick
The World's Fastest Indian,Anthony Hopkins
The World's Fastest Indian,Antony Starr
The World's Fastest Indian,Craig Hall
Tank Girl,Naomi Watts
Tank Girl,Lori Petty
Tank Girl,Jeff Kober
King's Ransom,Donald Faison
King's Ransom,Loretta Devine
King's Ransom,Regina Hall
Blindness,Don McKellar
Blindness,Joe Pingue
Blindness,Yûsuke Iseya
BloodRayne,Meat Loaf
BloodRayne,Udo Kier
BloodRayne,Michael Paré
Carnage,Kate Winslet
Carnage,Christoph Waltz
Carnage,Julie Adams
Where the Truth Lies,Colin Firth
Where the Truth Lies,Alison Lohman
Where the Truth Lies,Rachel Blanchard
Cirque du Soleil: Worlds Away,Dallas Barnett
Cirque du Soleil: Worlds Away,Erica Linz
Cirque du Soleil: Worlds Away,Igor Zaripov
Without Limits,Billy Burke
Without Limits,Monica Potter
Without Limits,Billy Crudup
Me and Orson Welles,Zoe Kazan
Me and Orson Welles,Aidan McArdle
Me and Orson Welles,James Tupper
The Best Offer,Jim Sturgess
The Best Offer,Sean Buchanan
The Best Offer,Liya Kebede
Bad Lieutenant: Port of Call New Orleans,Nicolas Cage
Bad Lieutenant: Port of Call New Orleans,Shea Whigham
Bad Lieutenant: Port of Call New Orleans,Shawn Hatosy
A Turtle's Tale: Sammy's Adventures,Ed Begley Jr.
A Turtle's Tale: Sammy's Adventures,Jenny McCarthy
A Turtle's Tale: Sammy's Adventures,Stacy Keach
Little White Lies,François Cluzet
Little White Lies,Benoît Magimel
Little White Lies,Gilles Lellouche
Love Ranch,Scout Taylor-Compton
Love Ranch,Bai Ling
Love Ranch,Gil Birmingham
The True Story of Puss'N Boots,Yolande Moreau
The True Story of Puss'N Boots,André Wilms
The True Story of Puss'N Boots,Jérôme Deschamps
Space Dogs,Sergey Garmash
Space Dogs,Evgeniy Mironov
Space Dogs,Aleksandr Bashirov
The Counselor,Michael Fassbender
The Counselor,Brad Pitt
The Counselor,Goran Visnjic
Ironclad,Jason Flemyng
Ironclad,Mackenzie Crook
Ironclad,Derek Jacobi
Waterloo,Rod Steiger
Waterloo,Dan O'Herlihy
Waterloo,Jack Hawkins
Red Sky,Martin Kove
Red Sky,Mario Van Peebles
Red Sky,Jacob Vargas
Dangerous Liaisons,Keanu Reeves
Dangerous Liaisons,Peter Capaldi
Dangerous Liaisons,Swoosie Kurtz
On the Road,Kristen Stewart
On the Road,Viggo Mortensen
On the Road,Kirsten Dunst
Star Trek IV: The Voyage Home,Leonard Nimoy
Star Trek IV: The Voyage Home,Nichelle Nichols
Star Trek IV: The Voyage Home,Walter Koenig
Rocky Balboa,Sylvester Stallone
Rocky Balboa,Burt Young
Rocky Balboa,Mike Tyson
Scream 2,Omar Epps
Scream 2,Jada Pinkett Smith
Scream 2,Kevin Williamson
Jane Got a Gun,Natalie Portman
Jane Got a Gun,Noah Emmerich
Jane Got a Gun,Boyd Holbrook
Think Like a Man Too,Romany Malco
Think Like a Man Too,Regina Hall
Think Like a Man Too,David Walton
The Whole Nine Yards,Bruce Willis
The Whole Nine Yards,Matthew Perry
The Whole Nine Yards,Natasha Henstridge
Footloose,Dianne Wiest
Footloose,Chris Penn
Footloose,Lori Singer
Old School,Will Ferrell
Old School,Leah Remini
Old School,Patrick Fischler
The Fisher King,Jeff Bridges
The Fisher King,David Hyde Pierce
The Fisher King,Harry Shearer
I Still Know What You Did Last Summer,Muse Watson
I Still Know What You Did Last Summer,Mekhi Phifer
I Still Know What You Did Last Summer,Bill Cobbs
Return to Me,Minnie Driver
Return to Me,Jim Belushi
Return to Me,Bonnie Hunt
Zack and Miri Make a Porno,Gerry Bednob
Zack and Miri Make a Porno,Jeff Anderson
Zack and Miri Make a Porno,Jennifer Schwalbach Smith
Nurse Betty,Morgan Freeman
Nurse Betty,Pruitt Taylor Vince
Nurse Betty,Kathleen Wilhoite
The Men Who Stare at Goats,Kevin Spacey
The Men Who Stare at Goats,Jeff Bridges
The Men Who Stare at Goats,Stephen Root
Double Take,Daniel Roebuck
Double Take,Eddie Griffin
Double Take,Garcelle Beauvais
"Girl, Interrupted",Angelina Jolie Pitt
"Girl, Interrupted",Clea DuVall
"Girl, Interrupted",Vanessa Redgrave
Win a Date with Tad Hamilton!,Topher Grace
Win a Date with Tad Hamilton!,Gary Cole
Win a Date with Tad Hamilton!,Nathan Lane
Muppets from Space,Josh Charles
Muppets from Space,F. Murray Abraham
Muppets from Space,David Arquette
The Wiz,Lena Horne
The Wiz,Diana Ross
The Wiz,Theresa Merritt
Ready to Rumble,Oliver Platt
Ready to Rumble,Ellen Albertini Dow
Ready to Rumble,Martin Landau
Play It to the Bone,Willie Garson
Play It to the Bone,Robert Wagner
Play It to the Bone,Lolita Davidovich
I Don't Know How She Does It,Olivia Munn
I Don't Know How She Does It,Busy Philipps
I Don't Know How She Does It,Jessica Szohr
Piranha 3D,Adam Scott
Piranha 3D,Kelly Brook
Piranha 3D,Jessica Szohr
Beyond the Sea,Kevin Spacey
Beyond the Sea,Bob Hoskins
Beyond the Sea,Brenda Blethyn
Meet the Deedles,Paul Walker
Meet the Deedles,M.C. Gainey
Meet the Deedles,A.J. Langer
The Princess and the Cobbler,Donald Pleasence
The Princess and the Cobbler,Kenneth Williams
The Princess and the Cobbler,Clive Revill
The Bridge of San Luis Rey,Robert De Niro
The Bridge of San Luis Rey,F. Murray Abraham
The Bridge of San Luis Rey,Geraldine Chaplin
Faster,Dwayne Johnson
Faster,Tom Berenger
Faster,Mike Epps
Howl's Moving Castle,Christian Bale
Howl's Moving Castle,Blythe Danner
Howl's Moving Castle,Jean Simmons
Zombieland,Emma Stone
Zombieland,Bill Murray
Zombieland,Derek Graf
The Waterboy,Adam Sandler
The Waterboy,Clint Howard
The Waterboy,Peter Dante
Star Wars: Episode V - The Empire Strikes Back,Harrison Ford
Star Wars: Episode V - The Empire Strikes Back,Kenny Baker
Star Wars: Episode V - The Empire Strikes Back,Anthony Daniels
Bad Boys,Will Smith
Bad Boys,Tchéky Karyo
Bad Boys,Theresa Randle
The Naked Gun 2½: The Smell of Fear,George Kennedy
The Naked Gun 2½: The Smell of Fear,Priscilla Presley
The Naked Gun 2½: The Smell of Fear,O.J. Simpson
Final Destination,Daniel Roebuck
Final Destination,Brendan Fehr
Final Destination,Kerr Smith
The Ides of March,Ryan Gosling
The Ides of March,Philip Seymour Hoffman
The Ides of March,Jennifer Ehle
Pitch Black,Vin Diesel
Pitch Black,Radha Mitchell
Pitch Black,Cole Hauser
Someone Like You...,Hugh Jackman
Someone Like You...,Ellen Barkin
Someone Like You...,Catherine Dent
Her,Scarlett Johansson
Her,Brian Johnson
Her,Matt Letscher
Joy Ride,Paul Walker
Joy Ride,Jessica Bowman
Joy Ride,Dell Yount
The Adventurer: The Curse of the Midas Box,Ioan Gruffudd
The Adventurer: The Curse of the Midas Box,Keeley Hawes
The Adventurer: The Curse of the Midas Box,Oliver Stark
Anywhere But Here,Natalie Portman
Anywhere But Here,Eva Amurri Martino
Anywhere But Here,Shawn Hatosy
The Crew,Seymour Cassel
The Crew,Dan Hedaya
The Crew,Lainie Kazan
Haywire,Channing Tatum
Haywire,Michael Fassbender
Haywire,Michael Angarano
Jaws: The Revenge,Judith Barsi
Jaws: The Revenge,Mario Van Peebles
Jaws: The Revenge,Lynn Whitfield
Marvin's Room,Leonardo DiCaprio
Marvin's Room,Robert De Niro
Marvin's Room,Meryl Streep
The Longshots,Tasha Smith
The Longshots,Dash Mihok
The Longshots,Garrett Morris
The End of the Affair,Stephen Rea
The End of the Affair,Ian Hart
The End of the Affair,James Bolam
Harley Davidson and the Marlboro Man,Vanessa Williams
Harley Davidson and the Marlboro Man,Tia Carrere
Harley Davidson and the Marlboro Man,Don Johnson
In the Valley of Elah,James Franco
In the Valley of Elah,Charlize Theron
In the Valley of Elah,Barry Corbin
Coco Before Chanel,Alessandro Nivola
Coco Before Chanel,Benoît Poelvoorde
Coco Before Chanel,Marie Gillain
Forsaken,Demi Moore
Forsaken,Landon Liboiron
Forsaken,Michael Wincott
Chéri,Tom Burke
Chéri,Iben Hjejle
Chéri,Gaye Brown
Vanity Fair,Romola Garai
Vanity Fair,Roger Lloyd Pack
Vanity Fair,Lillete Dubey
1408,Drew Powell
1408,Kim Thomson
1408,Alexandra Silber
Spaceballs,Joan Rivers
Spaceballs,Dick Van Patten
Spaceballs,Michael Winslow
The Water Diviner,Cem Yilmaz
The Water Diviner,Ryan Corr
The Water Diviner,Steve Bastoni
Ghost,Demi Moore
Ghost,Tony Goldwyn
Ghost,Phil Leeds
There's Something About Mary,Sarah Silverman
There's Something About Mary,Lin Shaye
There's Something About Mary,Richard Tyson
The Santa Clause,Judge Reinhold
The Santa Clause,Eric Lloyd
The Santa Clause,Peter Boyle
The Rookie,Dennis Quaid
The Rookie,Jay Hernandez
The Rookie,Angus T. Jones
The Game Plan,Dwayne Johnson
The Game Plan,Kyra Sedgwick
The Game Plan,Madison Pettis
The Bridges of Madison County,Clint Eastwood
The Bridges of Madison County,Meryl Streep
The Bridges of Madison County,Debra Monk
The Animal,Louis Lombardi
The Animal,Michael Papajohn
The Animal,Colleen Haskell
Gandhi,Candice Bergen
Gandhi,Amrish Puri
Gandhi,John Gielgud
The Hundred-Foot Journey,Manish Dayal
The Hundred-Foot Journey,Charlotte Le Bon
The Hundred-Foot Journey,Juhi Chawla
The Net,Ken Howard
The Net,Jeremy Northam
The Net,Ray McKinnon
I Am Sam,Dianne Wiest
I Am Sam,Loretta Devine
I Am Sam,Richard Schiff
Son of God,Roma Downey
Son of God,Amber Rose Revah
Son of God,Darwin Shaw
Underworld,Sophia Myles
Underworld,Kevin Grevioux
Underworld,Shane Brolly
Derailed,Denis O'Hare
Derailed,RZA
Derailed,Xzibit
The Informant!,Matt Damon
The Informant!,Joel McHale
The Informant!,Thomas F. Wilson
Shadowlands,Anthony Hopkins
Shadowlands,James Frain
Shadowlands,Julian Fellowes
Deuce Bigalow: European Gigolo,Carlos Ponce
Deuce Bigalow: European Gigolo,Eddie Griffin
Deuce Bigalow: European Gigolo,Charles Keating
Delivery Man,Jack Reynor
Delivery Man,Bobby Moynihan
Delivery Man,Matthew Daddario
Our Kind of Traitor,Radivoje Bukvic
Our Kind of Traitor,Pawel Szajda
Our Kind of Traitor,Grigoriy Dobrygin
Saving Silverman,Amanda Detmer
Saving Silverman,Neil Diamond
Saving Silverman,Kyle Gass
Diary of a Wimpy Kid: Dog Days,Zachary Gordon
Diary of a Wimpy Kid: Dog Days,Rachael Harris
Diary of a Wimpy Kid: Dog Days,Karan Brar
Summer of Sam,Mira Sorvino
Summer of Sam,Jennifer Esposito
Summer of Sam,Mike Starr
Jay and Silent Bob Strike Back,Will Ferrell
Jay and Silent Bob Strike Back,Shannon Elizabeth
Jay and Silent Bob Strike Back,Jason Mewes
The Glass House,Chris Noth
The Glass House,Bruce Dern
The Glass House,Trevor Morgan
"Hail, Caesar!",Scarlett Johansson
"Hail, Caesar!",Channing Tatum
"Hail, Caesar!",Alden Ehrenreich
Josie and the Pussycats,Rosario Dawson
Josie and the Pussycats,Paulo Costanzo
Josie and the Pussycats,Aries Spears
Homefront,Jason Statham
Homefront,James Franco
Homefront,Frank Grillo
The Little Vampire,Richard E. Grant
The Little Vampire,Jim Carter
The Little Vampire,Alice Krige
I Heart Huckabees,Naomi Watts
I Heart Huckabees,Lily Tomlin
I Heart Huckabees,Isabelle Huppert
RoboCop 3,CCH Pounder
RoboCop 3,Rip Torn
RoboCop 3,Mako
Megiddo: The Omega Code 2,Michael Biehn
Megiddo: The Omega Code 2,Udo Kier
Megiddo: The Omega Code 2,Franco Nero
Darling Lili,Rock Hudson
Darling Lili,Vernon Dobtcheff
Darling Lili,Jeremy Kemp
Dudley Do-Right,Brendan Fraser
Dudley Do-Right,Alex Rocco
Dudley Do-Right,Eric Idle
The Transporter Refueled,Ed Skrein
The Transporter Refueled,Noémie Lenoir
The Transporter Refueled,Radivoje Bukvic
The Libertine,Johnny Depp
The Libertine,Jack Davenport
The Libertine,Richard Coyle
Black Book,Michiel Huisman
Black Book,Sebastian Koch
Black Book,Christian Berkel
Joyeux Noel,Gary Lewis
Joyeux Noel,Dany Boon
Joyeux Noel,Ian Richardson
Hit and Run,Bradley Cooper
Hit and Run,Tom Arnold
Hit and Run,Beau Bridges
Mad Money,Stephen Root
Mad Money,Ted Danson
Mad Money,Roger Cross
Before I Go to Sleep,Colin Firth
Before I Go to Sleep,Ben Crompton
Before I Go to Sleep,Anne-Marie Duff
Sorcerer,Roy Scheider
Sorcerer,Joe Spinell
Sorcerer,Amidou
Stone,Robert De Niro
Stone,Milla Jovovich
Stone,Frances Conroy
Molière,Romain Duris
Molière,Ludivine Sagnier
Molière,Fabrice Luchini
Out of the Furnace,Christian Bale
Out of the Furnace,Sam Shepard
Out of the Furnace,Dendrie Taylor
Michael Clayton,Tom Wilkinson
Michael Clayton,Denis O'Hare
Michael Clayton,Sydney Pollack
My Fellow Americans,Wilford Brimley
My Fellow Americans,Bradley Whitford
My Fellow Americans,Sela Ward
Arlington Road,Jeff Bridges
Arlington Road,Spencer Treat Clark
Arlington Road,Hope Davis
Underdogs,Pablo Rago
Underdogs,Diego Ramos
Underdogs,Gabriel Almirón
To Rome with Love,Ornella Muti
To Rome with Love,Judy Davis
To Rome with Love,Alessandra Mastronardi
Firefox,Clint Eastwood
Firefox,Warren Clarke
Firefox,Kenneth Colley
South Park: Bigger Longer & Uncut,Minnie Driver
South Park: Bigger Longer & Uncut,Eric Idle
South Park: Bigger Longer & Uncut,Trey Parker
Death at a Funeral,Peter Dinklage
Death at a Funeral,Ewen Bremner
Death at a Funeral,Kris Marshall
Teenage Mutant Ninja Turtles III,Paige Turco
Teenage Mutant Ninja Turtles III,John Aylward
Teenage Mutant Ninja Turtles III,Matt Hill
Hardball,Keanu Reeves
Hardball,D.B. Sweeney
Hardball,DeWayne Warren
Silver Linings Playbook,Jennifer Lawrence
Silver Linings Playbook,Robert De Niro
Silver Linings Playbook,Bradley Cooper
Freedom Writers,Hunter Parrish
Freedom Writers,Scott Glenn
Freedom Writers,Imelda Staunton
For Colored Girls,Omari Hardwick
For Colored Girls,Loretta Devine
For Colored Girls,Kimberly Elise
The Transporter,Jason Statham
The Transporter,Qi Shu
The Transporter,Matt Schulze
Never Back Down,Djimon Hounsou
Never Back Down,Neil Brown Jr.
Never Back Down,Leslie Hope
The Rage: Carrie 2,Jason London
The Rage: Carrie 2,Rachel Blanchard
The Rage: Carrie 2,Eddie Kaye Thomas
Away We Go,Catherine O'Hara
Away We Go,Jim Gaffigan
Away We Go,Carmen Ejogo
Swing Vote,Madeline Carroll
Swing Vote,Judge Reinhold
Swing Vote,Nathan Lane
Moonlight Mile,Jake Gyllenhaal
Moonlight Mile,Holly Hunter
Moonlight Mile,Bob Clendenin
Tinker Tailor Soldier Spy,Benedict Cumberbatch
Tinker Tailor Soldier Spy,Colin Firth
Tinker Tailor Soldier Spy,Gary Oldman
Molly,Elaine Hendrix
Molly,Jill Hennessy
Molly,Sarah Wynter
The Beaver,Jennifer Lawrence
The Beaver,Cherry Jones
The Beaver,Riley Thomas Stewart
The Best Little Whorehouse in Texas,Dolly Parton
The Best Little Whorehouse in Texas,Barry Corbin
The Best Little Whorehouse in Texas,Dom DeLuise
eXistenZ,Jennifer Jason Leigh
eXistenZ,Sarah Polley
eXistenZ,Callum Rennie
Raiders of the Lost Ark,Harrison Ford
Raiders of the Lost Ark,Karen Allen
Raiders of the Lost Ark,William Hootkins
Home Alone 2: Lost in New York,Macaulay Culkin
Home Alone 2: Lost in New York,Kieran Culkin
Home Alone 2: Lost in New York,Devin Ratray
Close Encounters of the Third Kind,Bob Balaban
Close Encounters of the Third Kind,Teri Garr
Close Encounters of the Third Kind,Melinda Dillon
Pulse,Ian Somerhalder
Pulse,Christina Milian
Pulse,Rick Gonzalez
Beverly Hills Cop II,Dean Stockwell
Beverly Hills Cop II,Judge Reinhold
Beverly Hills Cop II,Ronny Cox
Bringing Down the House,Angus T. Jones
Bringing Down the House,Kimberly J. Brown
Bringing Down the House,Steve Harris
The Silence of the Lambs,Anthony Hopkins
The Silence of the Lambs,Scott Glenn
The Silence of the Lambs,Anthony Heald
Wayne's World,Tia Carrere
Wayne's World,Lara Flynn Boyle
Wayne's World,Kurt Fuller
Jackass 3D,Bam Margera
Jackass 3D,Steve-O
Jackass 3D,Chris Pontius
Jaws 2,Roy Scheider
Jaws 2,Murray Hamilton
Jaws 2,Joseph Mascolo
Beverly Hills Chihuahua,Jamie Lee Curtis
Beverly Hills Chihuahua,Nick Zano
Beverly Hills Chihuahua,Ali Hillis
The Conjuring,Mackenzie Foy
The Conjuring,Lili Taylor
The Conjuring,Hayley McFarland
Are We There Yet?,Nia Long
Are We There Yet?,Tracy Morgan
Are We There Yet?,Jay Mohr
Tammy,Gary Cole
Tammy,Mark Duplass
Tammy,Ben Falcone
School of Rock,Miranda Cosgrove
School of Rock,Sarah Silverman
School of Rock,Mike White
Mortal Kombat,Christopher Lambert
Mortal Kombat,Cary-Hiroyuki Tagawa
Mortal Kombat,Bridgette Wilson-Sampras
White Chicks,Busy Philipps
White Chicks,Jaime King
White Chicks,Brittany Daniel
The Descendants,Shailene Woodley
The Descendants,Nick Krause
The Descendants,Beau Bridges
Holes,Tim Blake Nelson
Holes,Zane Holtz
Holes,Ski Carr
The Last Song,Kelly Preston
The Last Song,Bobby Coleman
The Last Song,Melissa Ordway
12 Years a Slave,Quvenzhané Wallis
12 Years a Slave,Scoot McNairy
12 Years a Slave,Taran Killam
Drumline,Leonard Roberts
Drumline,Nick Cannon
Drumline,Jason Weaver
Why Did I Get Married Too?,Michael Jai White
Why Did I Get Married Too?,Cicely Tyson
Why Did I Get Married Too?,Tasha Smith
Edward Scissorhands,Johnny Depp
Edward Scissorhands,Dianne Wiest
Edward Scissorhands,Conchata Ferrell
Me Before You,Sam Claflin
Me Before You,Emilia Clarke
Me Before You,Brendan Coyle
Madea's Witness Protection,John Amos
Madea's Witness Protection,Tom Arnold
Madea's Witness Protection,Romeo Miller
The French Connection,Roy Scheider
The French Connection,Fernando Rey
The French Connection,Tony Lo Bianco
Bad Moms,Mila Kunis
Bad Moms,Jay Hernandez
Bad Moms,Jada Pinkett Smith
Date Movie,Alyson Hannigan
Date Movie,Carmen Electra
Date Movie,Fred Willard
Return to Never Land,Roger Rees
Return to Never Land,Rob Paulsen
Return to Never Land,Spencer Breslin
Selma,David Oyelowo
Selma,Tom Wilkinson
Selma,Oprah Winfrey
The Jungle Book 2,Haley Joel Osment
The Jungle Book 2,Phil Collins
The Jungle Book 2,Tony Jay
Boogeyman,Barry Watson
Boogeyman,Skye McCole Bartusiak
Boogeyman,Charles Mesure
Premonition,Nia Long
Premonition,Amber Valletta
Premonition,Marc Macaulay
The Tigger Movie,Kath Soucie
The Tigger Movie,John Fiedler
The Tigger Movie,Ken Sansom
Orphan,Jimmy Bennett
Orphan,CCH Pounder
Orphan,Aryana Engineer
Max,Jay Hernandez
Max,Joseph Julian Soria
Max,Edgar Arreola
Epic Movie,David Carradine
Epic Movie,Carmen Electra
Epic Movie,Fred Willard
Spotlight,Billy Crudup
Spotlight,Jamey Sheridan
Spotlight,Brian d'Arcy James
Lakeview Terrace,Jay Hernandez
Lakeview Terrace,Justin Chambers
Lakeview Terrace,Robert Pine
The Grudge 2,Sarah Michelle Gellar
The Grudge 2,Sarah Roemer
The Grudge 2,Matthew Knight
How Stella Got Her Groove Back,Richard Lawson
How Stella Got Her Groove Back,James Pickens Jr.
How Stella Got Her Groove Back,Barry Shabaka Henley
Bill & Ted's Bogus Journey,Keanu Reeves
Bill & Ted's Bogus Journey,George Carlin
Bill & Ted's Bogus Journey,Alex Winter
Man of the Year,Robin Williams
Man of the Year,Tina Fey
Man of the Year,Amy Poehler
The Black Hole,Robert Forster
The Black Hole,Maximilian Schell
The Black Hole,Yvette Mimieux
The American,Violante Placido
The American,Thekla Reuten
The American,Filippo Timi
Selena,Jon Seda
Selena,Constance Marie
Selena,Jacob Vargas
Vampires Suck,Diedrich Bader
Vampires Suck,Dave Foley
Vampires Suck,Anneliese van der Pol
Babel,Brad Pitt
Babel,Harriet Walter
Babel,Dermot Crowley
This Is Where I Leave You,Tina Fey
This Is Where I Leave You,Abigail Spencer
This Is Where I Leave You,Jane Fonda
Doubt,Philip Seymour Hoffman
Doubt,Meryl Streep
Doubt,Carrie Preston
Team America: World Police,Jeremy Shada
Team America: World Police,Maurice LaMarche
Team America: World Police,Trey Parker
Texas Chainsaw 3D,Gunnar Hansen
Texas Chainsaw 3D,Keram Malicki-Sánchez
Texas Chainsaw 3D,Shaun Sipos
Copycat,William McNamara
Copycat,Holly Hunter
Copycat,Harry Connick Jr.
Scary Movie 5,Marisa Saks
Scary Movie 5,Snoop Dogg
Scary Movie 5,Molly Shannon
Paint Your Wagon,Clint Eastwood
Paint Your Wagon,Lee Marvin
Paint Your Wagon,Ray Walston
Milk,James Franco
Milk,Denis O'Hare
Milk,Lucas Grabeel
Risen,Peter Firth
Risen,Jan Cornet
Risen,María Botto
Ghost Ship,Isaiah Washington
Ghost Ship,Ron Eldard
Ghost Ship,Francesca Rettondini
A Very Harold & Kumar 3D Christmas,Patton Oswalt
A Very Harold & Kumar 3D Christmas,Thomas Lennon
A Very Harold & Kumar 3D Christmas,Paula Garcés
Wild Things,Bill Murray
Wild Things,Robert Wagner
Wild Things,Jeff Perry
The Stepfather,Sela Ward
The Stepfather,Paige Turco
The Stepfather,Skyler Samuels
The Debt,Tom Wilkinson
The Debt,Jesper Christensen
The Debt,Romi Aboulafia
High Fidelity,Drake Bell
High Fidelity,Lili Taylor
High Fidelity,Lisa Bonet
One Missed Call,Johnny Lewis
One Missed Call,Jason Beghe
One Missed Call,Margaret Cho
Eye for an Eye,Joe Mantegna
Eye for an Eye,Beverly D'Angelo
Eye for an Eye,Philip Baker Hall
The Bank Job,Jason Statham
The Bank Job,Saffron Burrows
The Bank Job,Daniel Mays
Eternal Sunshine of the Spotless Mind,Kate Winslet
Eternal Sunshine of the Spotless Mind,Kirsten Dunst
Eternal Sunshine of the Spotless Mind,Tom Wilkinson
You Again,Jamie Lee Curtis
You Again,James Wolk
You Again,Christine Lakin
Street Kings,Keanu Reeves
Street Kings,Chris Evans
Street Kings,Noel Gugliemi
The World's End,Michael Smiley
The World's End,Thomas Law
The World's End,Jasper Levine
Nancy Drew,Kay Panabaker
Nancy Drew,Laura Harring
Nancy Drew,Tate Donovan
Daybreakers,Jay Laga'aia
Daybreakers,Damien Garvey
Daybreakers,Tiffany Lamb
She's Out of My League,Mike Vogel
She's Out of My League,Kim Shaw
She's Out of My League,Geoff Stults
Monte Carlo,Leighton Meester
Monte Carlo,Luke Bracey
Monte Carlo,Brett Cullen
Stay Alive,Adam Goldberg
Stay Alive,Frankie Muniz
Stay Alive,Samaire Armstrong
Quigley Down Under,Alan Rickman
Quigley Down Under,Tom Selleck
Quigley Down Under,Ben Mendelsohn
Alpha and Omega,Kevin Sussman
Alpha and Omega,Larry Miller
Alpha and Omega,Christine Lakin
