movie_title,actor_name
The Covenant,Laura Ramsey
The Covenant,Kyle Schmid
The Covenant,Toby Hemingway
Stick It,Jeff Bridges
Stick It,Vanessa Lengies
Stick It,John Patrick Amedori
Shorts,Jimmy Bennett
Shorts,Leo Howard
Shorts,Jake Short
To Die For,Kurtwood Smith
To Die For,Wayne Knight
To Die For,Holland Taylor
Nerve,Samira Wiley
Nerve,Marc John Jefferies
Nerve,Emily Meade
Appaloosa,Viggo Mortensen
Appaloosa,James Gammon
Appaloosa,Tom Bower
Vampires,Sheryl Lee
Vampires,Cary-Hiroyuki Tagawa
Vampires,Maximilian Schell
Psycho,Janet Leigh
Psycho,Vera Miles
Psycho,John Gavin
My Best Friend's Girl,Dane Cook
My Best Friend's Girl,Taran Killam
My Best Friend's Girl,Riki Lindhome
Endless Love,Alex Pettyfer
Endless Love,Bruce Greenwood
Endless Love,Rhys Wakefield
Georgia Rule,Hector Elizondo
Georgia Rule,Zachary Gordon
Georgia Rule,Jane Fonda
Under the Rainbow,Mako
Under the Rainbow,Adam Arkin
Under the Rainbow,Billy Barty
Ladyhawke,Matthew Broderick
Ladyhawke,John Wood
Ladyhawke,Leo McKern
Simon Birch,Oliver Platt
Simon Birch,Jan Hooks
Simon Birch,Dana Ivey
Reign Over Me,Adam Sandler
Reign Over Me,Don Cheadle
Reign Over Me,John de Lancie
Into the Wild,Kristen Stewart
Into the Wild,William Hurt
Into the Wild,Hal Holbrook
School for Scoundrels,Jon Heder
School for Scoundrels,Sarah Silverman
School for Scoundrels,Jacinda Barrett
Silent Hill: Revelation 3D,Radha Mitchell
Silent Hill: Revelation 3D,Deborah Kara Unger
Silent Hill: Revelation 3D,Martin Donovan
From Dusk Till Dawn,Quentin Tarantino
From Dusk Till Dawn,Salma Hayek
From Dusk Till Dawn,Cheech Marin
Pooh's Heffalump Movie,Kath Soucie
Pooh's Heffalump Movie,Brenda Blethyn
Pooh's Heffalump Movie,John Fiedler
Home for the Holidays,Robert Downey Jr.
Home for the Holidays,Holly Hunter
Home for the Holidays,Steve Guttenberg
Kung Fu Hustle,Shengyi Huang
Kung Fu Hustle,Chi Ling Chiu
Kung Fu Hustle,Qiu Yuen
The Country Bears,Haley Joel Osment
The Country Bears,Alex Rocco
The Country Bears,Stephen Root
The Kite Runner,Mustafa Haidari
The Kite Runner,Shaun Toub
The Kite Runner,Khalid Abdalla
21 Grams,Naomi Watts
21 Grams,Eddie Marsan
21 Grams,Danny Huston
Paparazzi,Cole Hauser
Paparazzi,Tom Hollander
Paparazzi,Kelly Carlson
A Guy Thing,Thomas Lennon
A Guy Thing,Lochlyn Munro
A Guy Thing,James Brolin
Loser,Andy Dick
Loser,Robert Miano
Loser,Zak Orth
Capitalism: A Love Story,Ronald Reagan
Capitalism: A Love Story,Michael Moore
Capitalism: A Love Story,Bernie Sanders
The Greatest Story Ever Told,Martin Landau
The Greatest Story Ever Told,Carroll Baker
The Greatest Story Ever Told,José Ferrer
Secret in Their Eyes,Julia Roberts
Secret in Their Eyes,Michael Kelly
Secret in Their Eyes,Joe Cole
Disaster Movie,Carmen Electra
Disaster Movie,Tony Cox
Disaster Movie,Ike Barinholtz
Armored,Andrew Fiscella
Armored,Fred Ward
Armored,Lorna Raver
The Man Who Knew Too Little,Bill Murray
The Man Who Knew Too Little,Peter Gallagher
The Man Who Knew Too Little,Joanne Whalley
What's Your Number?,Chris Evans
What's Your Number?,Ari Graynor
What's Your Number?,Ed Begley Jr.
Lockout,Joseph Gilgun
Lockout,Vincent Regan
Lockout,Jacky Ido
Envy,Amy Poehler
Envy,Ariel Gade
Envy,Sam Lerner
Crank: High Voltage,Jason Statham
Crank: High Voltage,Clifton Collins Jr.
Crank: High Voltage,David Carradine
Bullets Over Broadway,Jim Broadbent
Bullets Over Broadway,Chazz Palminteri
Bullets Over Broadway,Dianne Wiest
One Night with the King,James Callis
One Night with the King,Tiffany Dupont
One Night with the King,Nimrat Kaur
The Quiet American,Brendan Fraser
The Quiet American,Tzi Ma
The Quiet American,Holmes Osborne
The Weather Man,Nicolas Cage
The Weather Man,Hope Davis
The Weather Man,Michael Rispoli
Undisputed,Fisher Stevens
Undisputed,Wes Studi
Undisputed,Jon Seda
Ghost Town,Aasif Mandvi
Ghost Town,Dequina Moore
Ghost Town,Jordan Carlos
12 Rounds,Taylor Cole
12 Rounds,Ashley Scott
12 Rounds,Nick Gomez
Let Me In,Chloë Grace Moretz
Let Me In,Dylan Minnette
Let Me In,Kodi Smit-McPhee
3 Ninjas Kick Back,Victor Wong
3 Ninjas Kick Back,Dustin Nguyen
3 Ninjas Kick Back,Don Stark
Be Kind Rewind,Quinton Aaron
Be Kind Rewind,Mia Farrow
Be Kind Rewind,Melonie Diaz
Mrs Henderson Presents,Bob Hoskins
Mrs Henderson Presents,Christopher Guest
Mrs Henderson Presents,Sarah Solemani
Triple 9,Kate Winslet
Triple 9,Norman Reedus
Triple 9,Clifton Collins Jr.
Deconstructing Harry,Woody Allen
Deconstructing Harry,Lynn Cohen
Deconstructing Harry,Judy Davis
Three to Tango,Matthew Perry
Three to Tango,Oliver Platt
Three to Tango,David Ramsey
Burnt,Bradley Cooper
Burnt,Omar Sy
Burnt,Riccardo Scamarcio
We're No Angels,Robert De Niro
We're No Angels,Demi Moore
We're No Angels,James Russo
Everyone Says I Love You,Natasha Lyonne
Everyone Says I Love You,Gaby Hoffmann
Everyone Says I Love You,Jeff DeRocker
Death Sentence,Aisha Tyler
Death Sentence,Kelly Preston
Death Sentence,Edi Gathegi
Everybody's Fine,Robert De Niro
Everybody's Fine,James Frain
Everybody's Fine,Brendan Sexton III
Superbabies: Baby Geniuses 2,Scott Baio
Superbabies: Baby Geniuses 2,Vanessa Angel
Superbabies: Baby Geniuses 2,Peter Wingfield
The Man,Miguel Ferrer
The Man,Susie Essman
The Man,Gigi Rice
Code Name: The Cleaner,Callum Rennie
Code Name: The Cleaner,Will Patton
Code Name: The Cleaner,Cedric the Entertainer
Connie and Carla,Debbie Reynolds
Connie and Carla,Nia Vardalos
Connie and Carla,Dash Mihok
Sweet Charity,Sammy Davis Jr.
Sweet Charity,Ricardo Montalban
Sweet Charity,Ben Vereen
Inherent Vice,Martin Dew
Inherent Vice,Katherine Waterston
Inherent Vice,Serena Scott Thomas
Doogal,Jimmy Fallon
Doogal,Kylie Minogue
Doogal,Jon Stewart
Battle of the Year,Chris Brown
Battle of the Year,Caity Lotz
Battle of the Year,Laz Alonso
An American Carol,Chriss Anglin
An American Carol,Geoffrey Arend
An American Carol,Gary Coleman
Machete Kills,Alexa PenaVega
Machete Kills,Demián Bichir
Machete Kills,Marko Zaror
Willard,Laura Harring
Willard,Ty Olsson
Willard,Jackie Burroughs
Strange Wilderness,Kevin Alejandro
Strange Wilderness,Ashley Scott
Strange Wilderness,Jeff Garlin
Topsy-Turvy,Jim Broadbent
Topsy-Turvy,Dexter Fletcher
Topsy-Turvy,Lesley Manville
Little Boy,Tom Wilkinson
Little Boy,Cary-Hiroyuki Tagawa
Little Boy,Michael Rapaport
A Dangerous Method,Michael Fassbender
A Dangerous Method,Viggo Mortensen
A Dangerous Method,Sarah Gadon
A Scanner Darkly,Robert Downey Jr.
A Scanner Darkly,Keanu Reeves
A Scanner Darkly,Rory Cochrane
Chasing Mavericks,Gerard Butler
Chasing Mavericks,Abigail Spencer
Chasing Mavericks,Leven Rambin
Alone in the Dark,Catherine Lough Haggquist
Alone in the Dark,Darren Shahlavi
Alone in the Dark,Karin Konoval
Bandslam,Scott Porter
Bandslam,Charlie Saxton
Bandslam,Ryan Donowho
Birth,Cameron Bright
Birth,Anne Heche
Birth,Danny Huston
A Most Violent Year,David Oyelowo
A Most Violent Year,Ashley Williams
A Most Violent Year,Albert Brooks
Passchendaele,Landon Liboiron
Passchendaele,Michael Greyeyes
Passchendaele,Caroline Dhavernas
Flash of Genius,Dylan Authors
Flash of Genius,Bill Lake
Flash of Genius,Victoria Learn
I'm Not There.,Christian Bale
I'm Not There.,Heath Ledger
I'm Not There.,Tyrone Benskin
The Cold Light of Day,Henry Cavill
The Cold Light of Day,Bruce Willis
The Cold Light of Day,Óscar Jaenada
The Brothers Bloom,Zachary Gordon
The Brothers Bloom,Maximilian Schell
The Brothers Bloom,Nora Zehetner
"Synecdoche, New York",Philip Seymour Hoffman
"Synecdoche, New York",Jennifer Jason Leigh
"Synecdoche, New York",Samantha Morton
Princess Mononoke,Minnie Driver
Princess Mononoke,Jada Pinkett Smith
Princess Mononoke,Billy Crudup
Bon voyage,Isabelle Adjani
Bon voyage,Peter Coyote
Bon voyage,Virginie Ledoyen
Can't Stop the Music,Steve Guttenberg
Can't Stop the Music,Randy Jones
Can't Stop the Music,Caitlyn Jenner
The Proposition,Ray Winstone
The Proposition,Noah Taylor
The Proposition,Danny Huston
Courage,Donny Boaz
Courage,Finn Wittrock
Courage,Brent Anderson
Marci X,Damon Wayans
Marci X,Jane Krakowski
Marci X,Paula Garcés
Equilibrium,Christian Bale
Equilibrium,Emily Watson
Equilibrium,Sean Pertwee
The Children of Huang Shi,Radha Mitchell
The Children of Huang Shi,Guang Li
The Children of Huang Shi,Matthew Walker
The Yards,Charlize Theron
The Yards,Ellen Burstyn
The Yards,Faye Dunaway
The Oogieloves in the Big Balloon Adventure,Chazz Palminteri
The Oogieloves in the Big Balloon Adventure,Garrett Clayton
The Oogieloves in the Big Balloon Adventure,Toni Braxton
By the Sea,Brad Pitt
By the Sea,Angelina Jolie Pitt
By the Sea,Melvil Poupaud
Steamboy,William Hootkins
Steamboy,Robin Atkin Downes
Steamboy,Rosalind Ayres
The Game of Their Lives,Gerard Butler
The Game of Their Lives,Costas Mandylor
The Game of Their Lives,Jimmy Jean-Louis
All Good Things,Ryan Gosling
All Good Things,Kirsten Dunst
All Good Things,Frank Langella
Rapa Nui,Esai Morales
Rapa Nui,Jason Scott Lee
Rapa Nui,Sandrine Holt
CJ7,Jiao Xu
CJ7,Yuqi Zhang
CJ7,Chi Chung Lam
Dylan Dog: Dead of Night,Marco St. John
Dylan Dog: Dead of Night,Laura Spencer
Dylan Dog: Dead of Night,Anita Briem
People I Know,Al Pacino
People I Know,Richard Schiff
People I Know,Mark Webber
The Tempest,Djimon Hounsou
The Tempest,Reeve Carney
The Tempest,Tom Conti
Regression,Emma Watson
Regression,Aaron Ashmore
Regression,Julian Richings
Three Kingdoms: Resurrection of the Dragon,Andy Lau
Three Kingdoms: Resurrection of the Dragon,Sammo Kam-Bo Hung
Three Kingdoms: Resurrection of the Dragon,Andy On
Shattered,Gerard Butler
Shattered,Nicholas Lea
Shattered,Callum Rennie
Zambezia,Leonard Nimoy
Zambezia,Phil LaMarr
Zambezia,Noureen DeWulf
Dwegons and Leprechauns,Joey D. Vieira
Dwegons and Leprechauns,Maggie Wheeler
Dwegons and Leprechauns,Jacqueline Lovell
Hands of Stone,Robert De Niro
Hands of Stone,Jurnee Smollett-Bell
Hands of Stone,Edgar Ramírez
Survivor,Milla Jovovich
Survivor,Roger Rees
Survivor,Robert Forster
The Frozen Ground,Nicolas Cage
The Frozen Ground,Radha Mitchell
The Frozen Ground,Jodi Lyn O'Keefe
The Painted Veil,Toby Jones
The Painted Veil,Sally Hawkins
The Painted Veil,Alan David
The Baader Meinhof Complex,Moritz Bleibtreu
The Baader Meinhof Complex,Alexandra Maria Lara
The Baader Meinhof Complex,Martina Gedeck
Dances with Wolves,Mary McDonnell
Dances with Wolves,Michael Spears
Dances with Wolves,Maury Chaykin
Bad Teacher,Justin Timberlake
Bad Teacher,John Michael Higgins
Bad Teacher,Phyllis Smith
Sea of Love,Al Pacino
Sea of Love,Michael O'Neill
Sea of Love,Ellen Barkin
A Cinderella Story,Dan Byrd
A Cinderella Story,Lin Shaye
A Cinderella Story,Julie Gonzalo
Scream,David Arquette
Scream,W. Earl Brown
Scream,Roger Jackson
Thir13en Ghosts,Shannon Elizabeth
Thir13en Ghosts,Embeth Davidtz
Thir13en Ghosts,F. Murray Abraham
The Shining,Scatman Crothers
The Shining,Shelley Duvall
The Shining,Joe Turkel
Back to the Future,Lea Thompson
Back to the Future,Thomas F. Wilson
Back to the Future,J.J. Cohen
House on Haunted Hill,Jeffrey Combs
House on Haunted Hill,Peter Gallagher
House on Haunted Hill,Bridgette Wilson-Sampras
I Can Do Bad All by Myself,Eric Mendenhall
I Can Do Bad All by Myself,Mary J. Blige
I Can Do Bad All by Myself,Hope Olaide Wilson
The Switch,Caroline Dhavernas
The Switch,Scott Elrod
The Switch,Kelli Barrett
Just Married,Taran Killam
Just Married,David Agranov
Just Married,David Moscow
The Devil's Double,Mem Ferda
The Devil's Double,Dominic Cooper
The Devil's Double,Ludivine Sagnier
Thomas and the Magic Railroad,Mara Wilson
Thomas and the Magic Railroad,Colm Feore
Thomas and the Magic Railroad,Peter Fonda
The Crazies,Radha Mitchell
The Crazies,Glenn Morshower
The Crazies,John Aylward
Spirited Away,Bunta Sugawara
Spirited Away,Ryûnosuke Kamiki
Spirited Away,Miyu Irino
The Bounty,Liam Neeson
The Bounty,Anthony Hopkins
The Bounty,Laurence Olivier
The Book Thief,Emily Watson
The Book Thief,Sophie Nélisse
The Book Thief,Roger Allam
Sex Drive,Katrina Bowden
Sex Drive,Michael Cudlitz
Sex Drive,Alice Greczyn
Leap Year,Adam Scott
Leap Year,Kaitlin Olson
Leap Year,Dominique McElligott
The Fall of the Roman Empire,James Mason
The Fall of the Roman Empire,Mel Ferrer
The Fall of the Roman Empire,Stephen Boyd
Take Me Home Tonight,Topher Grace
Take Me Home Tonight,Michael Biehn
Take Me Home Tonight,Dan Fogler
Won't Back Down,Holly Hunter
Won't Back Down,Rosie Perez
Won't Back Down,Dante Brown
The Nutcracker,Darci Kistler
The Nutcracker,Kyra Nichols
The Nutcracker,Margaret Tracey
Kansas City,Steve Buscemi
Kansas City,Jennifer Jason Leigh
Kansas City,Miranda Richardson
Indignation,Logan Lerman
Indignation,Sarah Gadon
Indignation,Tracy Letts
The Amityville Horror,Jimmy Bennett
The Amityville Horror,Chloë Grace Moretz
The Amityville Horror,Ryan Reynolds
Adaptation.,Nicolas Cage
Adaptation.,Meryl Streep
Adaptation.,Roger Willie
Land of the Dead,Tony Nappo
Land of the Dead,Shawn Roberts
Land of the Dead,Pedro Miguel Arce
Out of Inferno,Louis Koo
Out of Inferno,Angelica Lee
Out of Inferno,Ching Wan Lau
Fear and Loathing in Las Vegas,Johnny Depp
Fear and Loathing in Las Vegas,Michael Jeter
Fear and Loathing in Las Vegas,Ellen Barkin
The Invention of Lying,Jennifer Garner
The Invention of Lying,Tina Fey
The Invention of Lying,Martin Starr
Neighbors,Craig Roberts
Neighbors,Carla Gallo
Neighbors,Ike Barinholtz
The Mask,Peter Greene
The Mask,Amy Yasbeck
The Mask,Reg E. Cathey
Big,Tom Hanks
Big,Jon Lovitz
Big,John Heard
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Luenell
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Ken Davitian
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Chester
Legally Blonde,Linda Cardellini
Legally Blonde,Raquel Welch
Legally Blonde,Alanna Ubach
Star Trek III: The Search for Spock,Leonard Nimoy
Star Trek III: The Search for Spock,Nichelle Nichols
Star Trek III: The Search for Spock,Walter Koenig
The Exorcism of Emily Rose,Tom Wilkinson
The Exorcism of Emily Rose,Colm Feore
The Exorcism of Emily Rose,JR Bourne
Deuce Bigalow: Male Gigolo,Amy Poehler
Deuce Bigalow: Male Gigolo,Eddie Griffin
Deuce Bigalow: Male Gigolo,Bree Turner
Left Behind,Nicolas Cage
Left Behind,Lea Thompson
Left Behind,Quinton Aaron
The Family Stone,Craig T. Nelson
The Family Stone,Paul Schneider
The Family Stone,Tyrone Giordano
Barbershop 2: Back in Business,Harry Lennix
Barbershop 2: Back in Business,Sean Patrick Thomas
Barbershop 2: Back in Business,Kenan Thompson
Bad Santa,Bernie Mac
Bad Santa,Tony Cox
Bad Santa,Alex Borstein
Austin Powers: International Man of Mystery,Will Ferrell
Austin Powers: International Man of Mystery,Charles Napier
Austin Powers: International Man of Mystery,Robert Wagner
My Big Fat Greek Wedding 2,Nia Vardalos
My Big Fat Greek Wedding 2,Louis Mandylor
My Big Fat Greek Wedding 2,Joey Fatone
Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon
Diary of a Wimpy Kid: Rodrick Rules,Rachael Harris
Diary of a Wimpy Kid: Rodrick Rules,Fran Kranz
Predator,Shane Black
Predator,Bill Duke
Predator,Carl Weathers
Amadeus,Jeffrey Jones
Amadeus,F. Murray Abraham
Amadeus,Tom Hulce
Prom Night,Ming-Na Wen
Prom Night,Scott Porter
Prom Night,Collins Pennie
Mean Girls,Tina Fey
Mean Girls,Amy Poehler
Mean Girls,Neil Flynn
Under the Tuscan Sun,Raoul Bova
Under the Tuscan Sun,Lindsay Duncan
Under the Tuscan Sun,Mario Monicelli
Gosford Park,Kristin Scott Thomas
Gosford Park,Bob Balaban
Gosford Park,Tom Hollander
Peggy Sue Got Married,Nicolas Cage
Peggy Sue Got Married,Kathleen Turner
Peggy Sue Got Married,Joan Allen
Birdman or (The Unexpected Virtue of Ignorance),Emma Stone
Birdman or (The Unexpected Virtue of Ignorance),Naomi Watts
Birdman or (The Unexpected Virtue of Ignorance),Merritt Wever
Blue Jasmine,Sally Hawkins
Blue Jasmine,Charlie Tahan
Blue Jasmine,Andrew Dice Clay
United 93,Christian Clemenson
United 93,David Alan Basche
United 93,Susan Blommaert
Honey,Christian Monzon
Honey,Mekhi Phifer
Honey,Romeo Miller
Spy Hard,Hulk Hogan
Spy Hard,Barry Bostwick
Spy Hard,Nicollette Sheridan
The Fog,Jamie Lee Curtis
The Fog,Hal Holbrook
The Fog,Janet Leigh
Soul Surfer,Dennis Quaid
Soul Surfer,Chris Brochu
Soul Surfer,Craig T. Nelson
Catch-22,Bob Newhart
Catch-22,Bob Balaban
Catch-22,Martin Balsam
Observe and Report,Collette Wolfe
Observe and Report,Celia Weston
Observe and Report,Dan Bakkedahl
Conan the Destroyer,Mako
Conan the Destroyer,Olivia d'Abo
Conan the Destroyer,Grace Jones
Raging Bull,Robert De Niro
Raging Bull,Cathy Moriarty
Raging Bull,Frank Vincent
Love Happens,Judy Greer
Love Happens,Sasha Alexander
Love Happens,Frances Conroy
Young Sherlock Holmes,Nicholas Rowe
Young Sherlock Holmes,Roger Ashton-Griffiths
Young Sherlock Holmes,Freddie Jones
Fame,Kelsey Grammer
Fame,Kay Panabaker
Fame,Megan Mullally
127 Hours,James Franco
127 Hours,Treat Williams
127 Hours,Kate Burton
Small Time Crooks,Woody Allen
Small Time Crooks,Jon Lovitz
Small Time Crooks,Michael Rapaport
Center Stage,Amanda Schull
Center Stage,Susan May Pratt
Center Stage,Ethan Stiefel
Love the Coopers,Olivia Wilde
Love the Coopers,Alex Borstein
Love the Coopers,Timothée Chalamet
Catch That Kid,Kristen Stewart
Catch That Kid,Corbin Bleu
Catch That Kid,Kevin G. Schmidt
Life as a House,Ian Somerhalder
Life as a House,Hayden Christensen
Life as a House,Kristin Scott Thomas
Steve Jobs,Kate Winslet
Steve Jobs,Michael Fassbender
Steve Jobs,Michael Stuhlbarg
"I Love You, Beth Cooper",Alan Ruck
"I Love You, Beth Cooper",Marie Avgeropoulos
"I Love You, Beth Cooper",Shawn Roberts
Youth in Revolt,Steve Buscemi
Youth in Revolt,Ari Graynor
Youth in Revolt,Fred Willard
The Legend of the Lone Ranger,Jason Robards
The Legend of the Lone Ranger,Richard Farnsworth
The Legend of the Lone Ranger,Michael Horse
The Tailor of Panama,Daniel Radcliffe
The Tailor of Panama,Jamie Lee Curtis
The Tailor of Panama,Mark Margolis
Blow Out,Nancy Allen
Blow Out,Dennis Franz
Blow Out,John McMartin
Getaway,Rebecca Budig
Getaway,Paul Freeman
Getaway,Bruce Payne
The Ice Storm,Joan Allen
The Ice Storm,Kate Burton
The Ice Storm,Henry Czerny
And So It Goes,Yaya DaCosta
And So It Goes,Annie Parisse
And So It Goes,Frankie Valli
Troop Beverly Hills,Craig T. Nelson
Troop Beverly Hills,Shelley Long
Troop Beverly Hills,Kellie Martin
Being Julia,Miriam Margolyes
Being Julia,Shaun Evans
Being Julia,Juliet Stevenson
9½ Weeks,David Margulies
9½ Weeks,Karen Young
9½ Weeks,Kim Chan
Dragonslayer,Ian McDiarmid
Dragonslayer,Ralph Richardson
Dragonslayer,Albert Salmi
The Last Station,David Masterson
The Last Station,Kerry Condon
The Last Station,Anne-Marie Duff
Ed Wood,Johnny Depp
Ed Wood,Bill Murray
Ed Wood,Martin Landau
Labor Day,J.K. Simmons
Labor Day,Kate Winslet
Labor Day,Brooke Smith
Mongol: The Rise of Genghis Khan,Tadanobu Asano
Mongol: The Rise of Genghis Khan,Khulan Chuluun
Mongol: The Rise of Genghis Khan,Honglei Sun
RocknRolla,Tom Hardy
RocknRolla,Gerard Butler
RocknRolla,Tom Wilkinson
Megaforce,Barry Bostwick
Megaforce,Michael Beck
Megaforce,Henry Silva
Hamlet,Julie Christie
Hamlet,Brian Blessed
Hamlet,Richard Briers
Mao's Last Dancer,Bruce Greenwood
Mao's Last Dancer,Suzie Steen
Mao's Last Dancer,Aden Young
Midnight Special,Kirsten Dunst
Midnight Special,Sam Shepard
Midnight Special,Paul Sparks
Anything Else,Woody Allen
Anything Else,Stockard Channing
Anything Else,Fisher Stevens
The Railway Man,Jeremy Irvine
The Railway Man,Colin Firth
The Railway Man,Sam Reid
The White Ribbon,Ulrich Tukur
The White Ribbon,Burghart Klaußner
The White Ribbon,Leonie Benesch
The Wraith,Clint Howard
The Wraith,Randy Quaid
The Wraith,Nick Cassavetes
The Salton Sea,Adam Goldberg
The Salton Sea,Meat Loaf
The Salton Sea,Anthony LaPaglia
Metallica Through the Never,James Hetfield
Metallica Through the Never,Mackenzie Gray
Metallica Through the Never,Lars Ulrich
The Informers,Austin Nichols
The Informers,Brad Renfro
The Informers,Lou Taylor Pucci
I Come with the Rain,Takuya Kimura
I Come with the Rain,Simón Andreu
I Come with the Rain,Shawn Yue
One Man's Hero,Tom Berenger
One Man's Hero,Joaquim de Almeida
One Man's Hero,Mark Moses
Day of the Dead,Greg Nicotero
Day of the Dead,John Amplas
Day of the Dead,Joseph Pilato
I Am Wrath,Sam Trammell
I Am Wrath,Rebecca De Mornay
I Am Wrath,Amanda Schull
Renaissance,Romola Garai
Renaissance,Catherine McCormack
Renaissance,Kevork Malikyan
